RunID,1,2,3
897,3,5,0
898,5,0,1
899,4,4,6
900,8,3,5
901,9,3,0
902,4,2,4
903,7,4,0
904,3,0,0
905,2,0,10
906,1,4,1
907,4,2,6
908,1,0,6
909,7,8,1
910,7,9,7
911,8,2,5
912,8,5,3
913,5,3,3
914,1,3,2
915,0,2,2
916,0,2,2
917,1,7,1
919,0,1,7
920,6,1,0
921,2,0,6
922,3,2,1
923,4,2,3
924,3,0,1
925,6,7,2
926,8,5,10
927,4,3,5
928,7,5,1
929,9,3,3
930,3,0,0
931,10,3,0
932,4,4,14
933,4,3,0
934,8,4,0
935,5,4,9
936,2,2,8
937,11,7,9
938,7,2,3
939,7,3,11
940,2,3,27
941,5,6,1
942,8,5,8
943,11,5,6
944,4,2,1
945,9,2,17
946,11,10,9
947,10,0,0
948,8,4,1
949,8,7,11
950,2,0,0
952,4,5,4
953,7,2,3
954,7,6,5
955,11,8,12
956,8,17,9
957,2,5,2
958,7,6,3
959,9,10,2
960,12,6,3
961,12,13,6
962,5,6,3
963,6,1,17
964,6,4,4
965,2,4,5
966,2,2,1
967,11,8,1
968,4,0,0
969,1,0,0
970,7,2,12
971,9,3,2
972,6,6,8
973,6,8,5
974,3,3,0
975,2,7,3
976,4,12,0
977,1,0,0
978,3,7,10
979,13,5,2
980,8,2,5
981,9,7,4
982,4,4,1
983,7,3,5
984,6,0,0
985,2,0,1
986,6,5,9
987,21,8,5
988,18,10,2
989,5,2,5
990,14,7,1
991,6,2,0
992,6,3,3
993,8,2,3
994,2,4,0
995,8,13,8
996,8,10,3
997,1,2,0
998,5,1,4
999,13,2,9
1000,4,2,1
1001,8,7,11
1002,10,9,7
1003,12,5,0
1004,0,1,0
1005,7,1,7
1006,5,0,0
1007,1,7,9
1008,13,5,7
1009,6,1,0
1010,6,9,4
1011,6,9,2
1012,0,0,0
1013,5,3,8
1014,6,0,0
1015,6,3,4
1016,3,5,1
1017,10,14,9
1018,6,5,0
1020,3,2,2
1021,5,2,33
1022,7,3,2
1023,3,0,21
1024,1,2,29
1025,10,9,0
1027,7,0,2
1028,4,1,9
1029,1,3,0
1030,1,2,2
1031,3,3,0
1032,0,0,0
1033,6,4,1
1034,7,6,3
1035,0,3,0
1037,1,1,4
1038,3,1,0
1039,3,1,4
1040,1,1,2
1041,2,3,4
1042,1,3,2
1043,4,3,1
1044,3,0,1
1045,4,3,1
1046,0,1,4
1047,6,0,1
1048,1,2,2
1049,4,1,2
1050,3,0,0
1051,5,4,9
1052,2,1,3
1053,5,1,1
1054,1,2,8
1055,4,3,4
1056,5,0,0
1057,3,1,13
1058,1,7,9
1059,8,1,0
1061,0,1,3
1062,1,1,0
1063,3,4,0
1064,4,5,1
1065,5,5,5
1066,8,5,5
1067,9,4,7
1068,6,1,6
1071,0,4,2
1072,2,2,1
1073,3,4,1
1074,13,5,2
1075,6,10,4
1076,6,5,0
1077,9,6,1
1078,1,4,6
1079,0,4,10
1080,0,1,1
1081,7,9,3
1082,3,3,12
1083,5,2,4
1084,7,11,3
1085,4,9,3
1086,3,2,12
1088,0,0,0
1089,0,0,0
1090,0,0,0
1091,0,0,0
1092,0,0,0
1093,5,1,3
1094,0,3,6
1095,3,3,0
1096,0,0,1
1097,3,1,0
1098,0,0,1
1099,5,2,7
1100,9,5,5
1101,2,1,1
1102,1,1,12
1103,2,2,9
1104,8,1,0
1105,3,2,8
1106,6,6,4
1107,12,1,0
1109,8,1,9
1110,10,2,1
1111,8,5,6
1112,8,10,3
1113,8,4,0
1114,1,0,7
1115,0,0,0
1116,2,3,12
1117,1,2,7
1118,5,2,8
1122,3,3,9
1123,14,8,8
1124,10,10,1
1125,3,3,13
1126,2,8,1
1127,6,7,3
1128,5,4,8
1129,4,2,7
1130,9,2,0
1131,4,3,7
1132,3,2,5
1133,6,4,5
1134,7,0,7
1135,3,4,3
1136,9,3,0
1137,6,5,7
1138,3,0,1
1139,1,1,4
1140,7,11,5
1141,6,9,4
1142,2,14,2
1143,4,0,0
1144,1,0,0
1145,4,3,0
1146,1,2,0
1147,4,3,9
1148,4,1,6
1149,7,0,0
1150,2,7,5
1151,5,12,4
1152,17,4,2
1153,5,3,15
1154,4,9,4
1155,1,0,14
1156,1,0,9
1157,5,1,0
1158,4,3,9
1159,7,3,5
1160,9,6,3
1161,1,5,6
1162,1,1,7
1163,9,3,0
1164,7,2,2
1165,2,4,3
1166,12,0,0
1167,7,4,10
1168,5,5,5
1169,2,3,0
1170,0,1,10
1171,8,3,8
1172,4,2,0
1173,0,0,6
1174,2,0,0
1175,7,3,0
1176,2,1,0
1177,1,0,0
1179,3,5,0
1180,8,0,0
1181,8,9,2
1182,4,8,0
1183,9,4,1
1184,1,0,0
1185,0,0,0
1186,14,3,0
1187,14,1,1
1188,1,0,0
1190,16,8,2
1191,3,0,0
1192,1,0,1
1193,5,4,0
1194,10,6,10
1195,5,3,0
1196,1,0,6
1199,6,1,7
1200,7,3,1
1201,2,0,8
1202,3,0,1
1203,4,4,3
1204,2,4,10
1205,8,4,13
1206,3,9,6
1207,11,1,9
1208,4,4,5
1209,3,3,2
1210,6,5,3
1211,0,0,18
1212,6,7,10
1213,15,2,14
1214,4,5,11
1215,5,4,5
1216,20,4,1
1217,6,4,6
1218,10,4,10
1219,17,5,1
1220,6,3,0
1221,5,3,5
1222,8,4,2
1225,9,7,7
1226,3,7,10
1228,6,6,8
1229,4,4,8
1230,13,2,0
1231,1,3,2
1232,7,3,5
1233,7,1,5
1234,3,2,1
1235,6,4,0
1236,3,0,0
1237,8,6,8
1238,1,6,6
1239,3,2,4
1240,1,2,8
1241,6,7,6
1242,2,2,0
1243,9,5,4
1244,7,1,2
1245,8,1,0
1246,1,4,12
1247,9,6,2
1249,2,3,7
1250,8,7,5
1251,3,7,0
1252,3,2,4
1253,0,0,0
1258,4,4,1
1259,1,1,0
1260,4,0,0
1261,2,0,6
1262,13,6,2
1263,21,3,2
1264,2,2,13
1265,14,6,11
1266,8,5,6
1267,4,6,18
1268,5,7,12
1269,5,7,11
1270,5,5,4
1271,5,3,1
1272,8,2,9
1273,12,8,5
1274,5,8,1
1277,6,1,2
1278,3,3,4
1279,8,6,1
1280,3,1,0
1281,2,2,11
1282,2,6,4
1283,7,7,7
1284,10,10,1
1285,4,3,1
1286,2,2,3
1287,8,7,7
1288,1,0,0
1289,2,1,16
1290,10,1,0
1291,5,2,5
1292,2,2,1
1293,9,7,5
1294,15,13,16
1295,7,2,15
1296,14,12,3
1297,8,6,12
1298,2,4,3
1299,10,8,0
1300,20,7,14
1301,5,6,13
1302,8,4,3
1303,5,4,5
1304,2,3,3
1305,2,6,9
1306,4,7,11
1307,2,1,0
1308,2,3,2
1309,2,2,0
1310,1,1,0
1311,3,1,1
1312,15,3,4
1313,4,1,1
1314,7,9,8
1316,2,0,0
1317,12,2,2
1318,3,3,7
1319,1,1,2
1320,7,3,0
1321,21,19,26
1322,12,2,8
1323,3,1,0
1324,2,1,0
1325,15,2,2
1326,1,0,0
1327,0,0,2
1328,13,2,2
1329,2,8,8
1330,1,1,11
1331,5,2,6
1332,4,6,12
1333,15,4,11
1335,1,10,17
1336,3,11,9
1337,2,2,8
1338,2,5,2
1339,1,2,14
1340,14,4,10
1341,20,2,2
1342,2,1,11
1343,7,2,11
1344,13,4,0
1345,4,2,11
1346,5,4,4
1347,20,3,1
1348,0,3,13
1349,4,0,9
1350,10,8,3
1351,3,4,11
1352,3,5,7
1353,7,0,0
1354,7,9,10
1355,8,4,0
1356,7,3,4
1357,2,6,6
1358,3,2,9
1359,3,0,9
1360,8,4,1
1361,4,3,8
1362,8,10,6
1363,11,13,4
1364,2,3,6
1365,0,1,4
1366,1,1,5
1367,4,4,1
1368,8,3,2
1369,4,3,0
1370,3,3,6
1371,4,1,5
1372,2,2,2
1373,0,0,0
1374,1,0,0
1375,4,5,10
1376,5,6,13
1377,5,5,6
1378,2,3,7
1379,1,6,3
1380,5,2,0
1381,6,3,6
1382,4,5,2
1383,12,4,0
1384,2,1,0
1385,2,1,12
1386,0,1,7
1387,2,3,9
1388,7,2,0
1389,2,3,16
1390,5,7,1
1391,14,0,6
1392,1,0,4
1393,3,2,8
1394,2,1,2
1395,1,3,2
1396,10,4,5
1397,3,2,0
1398,2,2,1
1399,2,3,3
1400,6,6,6
1401,1,4,0
1402,4,3,4
1403,3,3,7
1404,8,1,1
1405,1,1,10
1406,2,4,8
1407,0,2,13
1408,9,5,9
1409,2,4,14
1410,9,3,16
1411,6,3,9
1412,3,2,3
1413,3,3,9
1414,27,3,0
1415,5,5,14
1416,4,4,7
1417,8,10,3
1418,0,4,12
1419,3,2,10
1420,13,7,1
1421,5,2,5
1422,8,5,8
1423,3,1,7
1424,3,6,5
1425,4,1,3
1426,3,1,5
1427,2,0,0
1428,6,1,9
1429,3,5,1
1430,2,0,0
1431,4,1,9
1432,8,8,3
1433,12,6,2
1434,0,1,0
1435,7,4,0
1436,5,1,2
1437,0,0,0
1439,3,0,0
1440,4,1,3
1441,3,2,8
1442,2,0,6
1443,0,2,0
1444,3,2,11
1445,4,1,2
1446,6,0,9
1447,3,1,4
1448,2,4,5
1449,1,0,7
1450,4,0,6
1451,1,2,16
1452,2,1,25
1453,2,2,5
1454,7,5,35
1455,0,0,0
1456,4,2,0
1457,4,0,0
1458,2,1,0
1460,1,4,3
1461,5,0,0
1462,0,3,4
1463,3,1,1
1466,2,1,5
1467,4,3,12
1468,12,3,1
1469,8,3,4
1470,2,1,0
1471,3,0,8
1472,2,1,6
1473,4,4,1
1474,3,0,0
1475,3,4,3
1476,2,0,0
1477,1,2,4
1478,1,1,1
1479,3,1,0
1480,5,4,4
1481,1,0,0
1482,8,4,6
1483,8,3,12
1484,7,2,7
1485,3,2,0
1486,0,3,13
1487,5,5,2
1488,0,4,6
1489,6,2,9
1490,4,9,4
1491,5,13,8
1492,4,5,6
1493,2,0,5
1494,4,4,1
1495,11,5,13
1496,6,5,6
1497,2,3,4
1498,3,2,5
1499,6,2,0
1500,4,5,0
1501,0,1,7
1502,3,1,7
1503,2,0,0
1504,4,6,19
1506,9,6,2
1507,3,5,8
1508,4,6,8
1509,8,5,1
1510,0,6,5
1511,4,0,1
1512,9,1,1
1513,0,5,0
1514,0,3,0
1515,1,2,1
1516,1,8,6
1517,4,3,4
1518,0,1,10
1519,2,2,6
1520,0,3,3
1522,4,1,5
1525,3,5,5
1526,3,1,8
1527,2,3,5
1528,3,3,3
1529,1,1,7
1530,2,10,1
1531,2,3,10
1532,2,0,3
1533,4,1,8
1534,4,1,10
1535,8,2,6
1536,3,5,8
1537,0,1,13
1538,1,6,12
1539,2,5,17
1541,3,0,1
1542,4,10,7
1543,2,0,10
1544,4,5,4
1546,3,2,5
1547,6,2,6
1548,1,5,6
1549,6,6,0
1550,1,3,1
1551,1,2,12
1552,2,7,2
1553,2,1,10
1554,0,3,2
1555,0,1,7
1556,14,4,3
1557,10,3,2
1558,5,4,0
1559,6,6,0
1561,9,2,9
1562,11,13,1
1563,7,0,0
1564,1,1,2
1565,10,10,12
1566,3,0,0
1567,10,5,9
1568,8,8,7
1569,9,8,10
1570,12,4,6
1571,2,1,0
1572,1,0,2
1573,3,11,2
1574,25,13,7
1575,4,2,1
1576,11,13,0
1577,2,4,8
1578,4,3,9
1579,1,6,1
1580,9,7,1
1581,6,3,2
1582,2,3,5
1583,5,6,7
1584,4,1,4
1585,1,4,15
1586,2,4,20
1587,5,5,9
1588,15,3,1
1589,13,7,11
1590,5,1,5
1591,6,0,0
1592,5,5,6
1593,12,8,4
1594,2,1,0
1595,0,2,1
1596,7,10,2
1597,7,3,9
1598,10,0,0
1599,6,3,0
1600,22,3,0
1601,4,6,8
1602,1,4,9
1603,0,0,0
1604,4,5,1
1605,3,12,2
1606,12,3,2
1607,5,3,1
1608,2,4,8
1609,14,6,7
1610,7,6,11
1611,4,3,0
1612,3,3,10
1613,15,2,0
1616,14,11,14
1617,3,2,0
1618,13,5,3
1619,3,3,1
1620,4,5,0
1621,6,6,7
1622,0,0,0
1623,2,6,6
1624,2,1,0
1625,1,7,1
1626,11,2,0
1627,4,6,13
1628,4,5,5
1629,2,0,11
1630,3,0,9
1631,5,3,2
1632,4,3,6
1633,6,8,1
1634,6,5,2
1636,0,3,4
1637,6,6,5
1638,1,8,0
1639,11,0,0
1640,11,6,2
1641,0,0,1
1642,0,0,1
1644,10,2,0
1645,10,4,9
1646,10,6,2
1647,5,5,4
1648,8,6,3
1649,7,12,0
1650,9,7,0
1651,3,9,6
1652,3,0,0
1653,9,8,32
1654,8,11,27
1655,11,6,3
1656,4,3,2
1657,7,1,7
1658,5,3,0
1659,5,1,12
1660,6,4,7
1661,5,0,8
1662,10,8,1
1663,3,1,0
1664,13,6,3
1665,9,2,1
1666,11,2,0
1667,6,3,1
1668,7,0,8
1669,6,12,4
1670,14,5,8
1671,4,2,0
1672,3,1,3
1673,14,3,0
1674,3,2,0
1675,9,2,1
1676,8,4,0
1677,13,2,5
1678,5,2,2
1679,1,0,0
1680,4,4,2
1681,13,7,4
1682,11,4,0
1683,6,0,1
1684,0,1,0
1685,5,6,4
1686,2,6,3
1687,4,4,1
1688,2,0,0
1689,6,0,4
1690,4,2,0
1691,2,0,1
1692,7,5,8
1693,12,6,7
1694,8,3,4
1695,8,3,3
1696,0,0,1
1697,6,3,0
1698,16,8,2
1699,20,7,1
1700,21,6,0
1701,2,2,7
1702,8,2,2
1703,10,7,4
1704,10,13,12
1705,7,1,0
1706,5,1,9
1707,9,2,0
1708,7,5,0
1709,15,7,1
1710,27,7,9
1711,6,2,5
1712,5,0,0
1715,6,3,0
1716,3,1,1
1718,2,4,5
1719,2,4,6
1720,5,1,0
1721,5,4,1
1722,16,0,0
1723,11,3,2
1724,3,2,3
1725,6,7,5
1726,1,3,8
1727,6,1,3
1728,5,0,1
1729,2,6,4
1730,7,2,4
1731,4,4,2
1732,0,1,5
1733,7,2,10
1734,7,7,2
1735,1,9,4
1736,4,8,3
1737,3,5,6
1738,5,7,4
1739,11,4,2
1740,6,2,6
1741,3,2,6
1742,4,2,0
1743,2,3,11
1744,3,0,9
1745,8,1,1
1746,0,0,18
1747,4,5,15
1748,9,0,0
1749,3,4,13
1750,11,5,2
1751,12,7,5
1752,5,5,7
1753,5,8,7
1754,12,6,2
1755,5,5,6
1756,5,1,9
1757,12,5,10
1758,6,1,0
1759,4,1,6
1760,20,1,0
1761,3,0,5
1762,4,11,0
1763,6,2,8
1764,5,3,0
1765,6,5,17
1766,8,0,3
1767,1,1,2
1768,2,5,2
1769,3,4,7
1770,5,0,0
1774,7,2,12
1775,4,3,6
1776,5,8,2
1777,6,1,0
1778,3,3,1
1779,1,4,10
1780,4,4,8
1781,2,1,0
1782,7,0,2
1783,16,0,0
1784,2,0,8
1785,8,0,1
1786,7,0,0
1787,6,2,4
1788,4,5,2
1789,0,0,0
1790,5,5,4
1791,6,2,9
1792,16,3,1
1793,16,5,1
1794,3,1,7
1795,2,3,14
1796,2,0,3
1797,7,3,4
1798,3,4,4
1799,5,7,1
1800,2,4,6
1801,3,5,6
1802,4,0,0
1803,14,6,10
1804,4,0,0
1805,21,4,20
1806,5,6,18
1807,13,1,23
1808,7,1,6
1809,8,7,2
1810,1,7,3
1811,13,4,8
1812,9,3,2
1813,2,9,4
1814,9,1,2
1815,15,3,1
1816,12,5,7
1817,22,4,12
1818,23,5,21
1819,7,8,6
1820,5,2,8
1821,4,3,6
1822,3,4,20
1823,4,2,17
1824,7,5,25
1825,3,4,16
1826,13,2,2
1827,9,1,0
1828,3,1,0
1830,22,7,1
1831,17,3,0
1832,9,5,6
1833,13,4,5
1834,8,0,0
1835,8,2,0
1836,9,0,0
1837,4,2,4
1838,2,2,2
1839,4,11,3
1841,1,4,6
1842,2,2,0
1843,2,2,1
1844,3,10,8
1845,3,3,1
1846,3,1,0
1847,5,2,1
1848,5,6,2
1849,4,1,0
1850,1,6,4
1851,6,4,1
1852,5,6,11
1853,10,1,0
1854,1,0,0
1855,14,10,4
1856,24,10,4
1858,2,1,25
1859,6,1,0
1860,9,7,3
1861,10,6,0
1862,13,11,3
1863,1,3,1
1864,6,2,2
1865,2,2,1
1866,4,3,1
1867,3,3,11
1868,2,0,0
1869,10,4,1
1870,8,0,0
1871,11,6,4
1872,4,2,4
1873,4,2,0
1875,3,1,0
1876,2,4,12
1877,7,15,3
1878,3,1,0
1879,5,11,1
1880,5,10,4
1881,6,3,0
